title_x,tconst,runtimeMinutes,genres_x,averageRating,numVotes,decennie,budget,popularity,release_date,mots_clefs,data.overview,data.poster_image,Comedy,Drama,Documentary,url_trailer
L'hôtel du libre échange,tt0025279,95.0,Comedy,6.1,52.0,1930,0,0.6,1934-11-10,['vaudeville'],"[""Une succession d'événements imprévus et de quiproquos, réunissent à l'hôtel du libre échange : un expert venu pour découvrir la source de bruits suspects, sa femme, prête à le tromper avec son meilleur ami ; un avocat bègue et ses quatre filles et, enfin, le neveu de l'expert désireux de passer quelques heures avec la petite bonne du meilleur ami de son oncle.""]",https://image.tmdb.org/t/p/w500/w3udEPsv2cLnH29fYwSoaBHkFrI.jpg,1,0,0,
Lac aux dames,tt0025362,106.0,Drama,6.4,180.0,1930,0,1.474,1934-05-18,"['triangle amoureux', 'romance', 'amour non partagé', 'station balnéaire', 'natation']","[""Éric (Jean-Pierre Aumont) est jeune, beau comme un dieu... mais maître nageur et pauvre. Il aime Dany (Rosine Deréan) fille d'un riche industriel (Michel Simon) toute aussi belle et juvénile... mais il est aimé en secret par Puck (Simone Simon) une petite sauvage éblouissante de sensualité, qui habite avec son père une île au milieu du lac...""]",https://image.tmdb.org/t/p/w500/4N8slERpgEdBc2h5iUu3UmEuCpD.jpg,0,1,0,
Liliom,tt0025397,118.0,"Drama,Fantasy",6.8,1322.0,1930,0,1.553,1934-05-15,"['manège', 'amour', 'chômage']","[""Liliom Zadowski est un fainéant, un homme à la dérive, mais qui possède un grand succès auprès des femmes. Elles ne savent rien lui refuser. C'est ainsi qu'il rencontre la jeune Julie Boulard, une petite bonne aux yeux naïfs. C'est le grand amour. Mais un jour, le héros apprend que Julie attend un enfant, leur enfant. Peu après cette nouvelle, il se suicide pour échapper à la police. C'est alors que des agents de la « police céleste » viennent le chercher, Liliom monte vers le paradis, il arrive à un immense commissariat où un agent moustachu lit, méfiant, le Paradis-midi, grand quotidien de l'actualité divine. Liliom est condamné à 16 ans de purgatoire; il désire avant tout savoir si son enfant qui va naître, est un garçon ou une fille. Puis, ayant appris que ça allait être une fille, il demande à redescendre sur Terre pour s'en occuper...""]",https://image.tmdb.org/t/p/w500/3YDEaJsfFmQ8yuv0qgnD5lRev7w.jpg,0,1,0,
Madame Bovary,tt0025442,101.0,Drama,6.6,578.0,1930,0,2.019,1934-01-04,[],"[""Les Berteaux petit bourg de Normandie en juillet 1839. Après la mort de sa première femme Charles Bovary modeste médecin de campagne épouse Emma Rouault la fille d'un de ses patients. Les Rouault sont de riches fermiers de la région dont l'unique enfant Emma a été élevée au couvent. Pour la jeune fille cette union ressemble à la promesse d'une belle ascension sociale. Mais dotée d'un tempérament romanesque et imaginatif Emma se lasse vite d'une vie conjugale monotone et ennuyeuse comme des médiocres ambitions de son mari. Pour la distraire, celui-ci l'emmène à une fête donnée dans un château. Cette trop brève incursion dans un monde de richesse n'a d'autre effet que de plonger Emma dans un profond état de mélancolie. Pour offrir à son épouse de nouvelles sources de distraction Charles décide de déménager dans un bourg plus important…""]",https://image.tmdb.org/t/p/w500/rrRpmDh3PMHYPdaisyePGV6VQkg.jpg,0,1,0,
Maria Chapdelaine,tt0025471,77.0,Drama,6.5,281.0,1930,0,2.255,1934-12-14,[],"[""Au Cananda, dans une maison isolée, dans la province du Québec, vit la douce et belle Maria Chapdelaine et sa famille. En âge d'être marier, un jour de printemps, Maria et son père Samuel, rencontrent François Paradis, le trappeur parti depuis si longtemps. À l’évidence, François éprouve les sentiments les plus tendres pour la jeune fille, que courtisent également Eutrope Gagnon, un bûcheron, et Lorenzo Surprenant, un citadin aux belles manières qui vient régulièrement commercer dans la région…""]",https://image.tmdb.org/t/p/w500/sqjffGCu5jEO90gwgKGIiZbqCw6.jpg,0,1,0,
Mauvaise graine,tt0025480,77.0,"Comedy,Drama,Romance",6.1,1179.0,1930,0,1.362,1934-07-05,"['Paris, France', 'voleur de voiture', 'années 1930']","['Henri Pasquier manque cruellement d’argent. Comme il ne parvient pas à renflouer ses caisses de manière légale, il choisit la facilité et rejoint une bande de voleurs de voitures. Le caïd qui la dirige n’apprécie guère ce jeune homme foncièrement honnête qui ne cadre pas avec ses seconds couteaux habituels.']",https://image.tmdb.org/t/p/w500/7BLrXi3vB9sE0ZbShcVsjUMd7X.jpg,1,1,0,
Les misérables,tt0025509,281.0,Drama,8.3,2166.0,1930,0,4.465,1934-02-09,"['rédemption', 'ancien détenu', 'Cosette', 'hétérosexuel']","[""Au début du XIXème siècle, envoyé au bagne par l'inspecteur Javert pour avoir dérobé un pain, Jean Valjean parvient à obtenir une remise de peine. À sa sortie, l'inspecteur Javert le surveille de près, dans l'attente du moindre faux pas. Recueilli par l'évêque de Digne, monseigneur Myriel, Valjean s'enfuit en emportant les chandeliers d'argent de son bienfaiteur. L'ancien bagnard est rattrapé par les gendarmes, mais Myriel le sauve en affirmant lui avoir offert les fameux chandeliers. Lavé de tout soupçon, Valjean s'installe à Montreuil-sur-Mer, décidé à mener une vie honnête. Sous le nom de monsieur Madeleine, il prend les rênes d'une petite industrie qui prospère. Son attention est attirée par une jeune femme, Fantine, une fille-mère venue de Paris dont l'enfant est restée en pension chez des aubergistes de Monfermeil, les Thénardier...""]",https://image.tmdb.org/t/p/w500/bm9RaF0tp4OeD49d9t6fZ1lC5cA.jpg,0,1,0,
Sans famille,tt0025744,114.0,Drama,6.4,41.0,1930,0,0.6,1934-11-26,[],"[""Rémy, un enfant volé, est adopté par un musicien ambulant. Avec lui et ses animaux savants, il parcourt les routes de France. Mais son père adoptif meurt et Rémy, qui a fait la connaissance d'un garçon qui connait une partie de son histoire, s'embarque pour l'Angleterre où il retrouve sa mère...""]",https://image.tmdb.org/t/p/w500/3jfuA27fzPP42GFonPaAT4od8Ck.jpg,0,1,0,
Toni,tt0025898,84.0,"Crime,Drama,Romance",7.2,2252.0,1930,0,4.687,1935-02-22,[],"[""Immigré italien, Antonio, dit « Toni », a trouvé du travail à Martigues. Il y vit d'abord auprès de Marie, mais il tombe amoureux de la belle Josépha, d’origine espagnole, dont l’oncle est un petit propriétaire prospère. Josépha se marie avec Albert, un Parisien qui a surtout des vues sur la fortune de l'oncle. Outre son cynisme et sa convoitise, Albert se révèle être brutal avec Josépha. Lorsque son oncle décède, pour empêcher qu’Albert fasse main basse sur le magot, Josépha projette de s’en emparer et de s’exiler en Amérique avec Gaby, un autre de ses soupirants.""]",https://image.tmdb.org/t/p/w500/ehApas9kGpR9XCsadTb1ihnCYVv.jpg,0,1,0,
La bandera,tt0026095,88.0,"Drama,Romance,War",6.9,773.0,1930,0,2.022,1935-09-25,['Légion étrangère'],"[""En fuite après un meurtre commis à Paris, Pierre Gilieth se cache à Barcelone. Sans le sou, il s'engage dans la Légion espagnole, la Bandera, où il se lie d'amitié avec deux compatriotes, Mulot et Lucas. Mais alors que Pierre essaye de se racheter une conscience, Lucas, qu'il soupçonne d'être en réalité membre de la police secrète, essaye de lui extorquer des aveux...""]",https://image.tmdb.org/t/p/w500/qPJd23tHFXIA8LWpJeSpk0KtUTR.jpg,0,1,0,https://www.youtube.com/watch?v=chyncKug7VU
Divine,tt0026280,82.0,"Comedy,Drama",6.4,186.0,1930,0,0.611,1935-11-21,"['romance', 'drogues', 'danseuse de music-hall', 'pièce de théâtre']","['Partie accompagner une amie artiste, Ludivine, jeune paysanne, découvre le monde du music-hall parisien.']",https://image.tmdb.org/t/p/w500/tkzhPvkIsDdDxc3MA6f3kFYwScI.jpg,1,1,0,
Jérôme Perreau héros des barricades,tt0026546,115.0,Drama,6.1,26.0,1930,0,0.6,1935-11-22,[],"['Moins dispendieux que ""Napoleon"", mais beaucoup plus amusant, ce trepidant divertissement historique a ete produit par son pricinpal interprete, le fantaisiste Milton. Un des meilleurs films de Gance. Le plus inattendu, aussi']",https://image.tmdb.org/t/p/w500/zhiUPTj81wLQZOsq7eHe5hjdhg4.jpg,0,1,0,
Justin de Marseille,tt0026556,95.0,"Crime,Drama",6.6,209.0,1930,0,0.6,1935-04-05,[],"[""Justin est un bandit au grand coeur: il protège les faibles et cela lui vaut d'être respecté et apprécié par une grande majorité de personnes du milieu. La seule ombre au tableau de Justin est Esposito, sombre personnage à la tête d'une bande de dangereux criminels.""]",https://image.tmdb.org/t/p/w500/58oSVYQLnksijeTtpeyOuCX75wg.jpg,0,1,0,
La kermesse héroïque,tt0026564,95.0,"Comedy,History,Romance",7.4,1515.0,1930,0,2.872,1935-12-03,"['campagne', 'adapté d’un roman ou d’un livre', 'Flandres', 'satire sociale', 'XVIIe siècle', 'fête populaire', 'monarchie hispanique (Empire espagnol)', 'Guerre de Quatre-Vingts Ans', 'légende noire espagnole']","[""Flandre, Monarchie espagnole, 1616. Les habitants de la petite ville de Boom sont occupés à organiser les festivités locales annuelles lorsque l'arrivée du duc d'Olivares, qui gouverne le pays au nom du roi Philippe III d'Espagne, est annoncée. Alors que les citoyens masculins cèdent lâchement à la panique, comme des rats sur un bateau qui coule, les courageuses citoyennes, menées par l'audacieuse épouse du bourgmestre, décident de devenir les meilleures hôtesses que les Espagnols aient jamais connues.""]",https://image.tmdb.org/t/p/w500/nvqs2GEtfcLjz2Sv9spPq9Iqc1H.jpg,1,0,0,
Lucrèce Borgia,tt0026660,93.0,"Drama,History,Romance",6.1,291.0,1930,0,0.6,1935-12-20,['famille Borgia'],"[""Au XVe siècle, le pape Alexandre VI et ses enfants, Jean, Lucrèce et César Borgia, règnent sur Rome. Lucrèce collectionne les amants et César est un cruel débauché avide de pouvoir. Il utilise sa soeur et les différents mariages princiers qu'il concocte pour elle afin d'étendre le nombre des territoires soumis à l'autorité pontificale. Tous ceux qui s'opposent à ses projets doivent périr. Ce sera le cas de Savonarole, qui dénonçait les excès et les écarts des Borgia.""]",https://image.tmdb.org/t/p/w500/mNgtUb3py82VPWDA6BF2HbiWnSE.jpg,0,1,0,
Merlusse,tt0026703,72.0,"Comedy,Drama",6.9,280.0,1930,0,1.56,1935-12-06,['collège'],"[""Conte de Noël. Un instituteur au visage déformé (on apprend à la fin que c'est une blessure de guerre) est malgré lui la terreur des enfants de l'école. Ceux-ci lui font des tours pendables. À la veille des vacances de Noël, tous les enseignants partent dans leurs familles, seuls restent au pensionnat Merlusse et les enfants sans famille, horrifiés à l'idée de passer les vacances avec le monstre. Celui-ci cependant prend sur ses économies pour leur faire secrètement quelques menus cadeaux et les enfants se rendent compte que c'est un homme au bon cœur et lui font en retour des cadeaux de valeur matérielle dérisoire certes mais qui sont autant de preuves d'amitié.""]",https://image.tmdb.org/t/p/w500/t2oIaFl07bjbM3jrmLpCjp1ldxs.jpg,1,1,0,
Pension Mimosas,tt0026859,109.0,Drama,7.0,196.0,1930,0,1.3,1935-01-16,[],"[""Louise, tient un hôtel – la Pension Mimosas – sur la Côte d'Azur. Elle et son mari ont recueilli un jeune enfant, Pierre, dont le père est en prison. Ayant purgé sa peine, ce dernier vient chercher son fils pour repartir avec lui à Paris. Dix ans ont passé et Pierre correspond toujours par courrier avec ses anciens parents adoptifs, surtout pour demander de l'argent. Un jour, annonçant que, malade, il des besoins financiers urgents, Louise monte à Paris pour voir où il en est. Elle s'aperçoit qu'il évolue dans un milieu de petits voyous qui vivent de divers trafics et a noué une liaison avec Nelly, qui se laisse entretenir par d'autres hommes. Les affaires tournant mal pour lui dans la capitale, il décide d'aller se mettre au vert à la Pension Mimosas. Bientôt Nelly vient le rejoindre""]",https://image.tmdb.org/t/p/w500/bhKcS2cLmpRviU1VFPHSAAWZw3o.jpg,0,1,0,
Princesse Tam-Tam,tt0026891,77.0,"Comedy,Drama",6.3,586.0,1930,0,1.4,1935-11-02,"['Paris, France', 'Pygmalion']","['Max de Mirecourt, un célèbre écrivain en mal d’inspiration, part se ressourcer en Tunisie flanqué de son « nègre » et ami Coton. Là-bas, il rencontre la belle Aouïna, une pétillante indigène. La jeune femme le fascine au point qu’il décide d’en faire le personnage principal de son prochain roman. Après lui avoir inculqué les « bonnes manières », Mirecourt ramène la jeune fille à Paris, la faisant passer pour une princesse indienne. Il souhaite ainsi piquer la jalousie de sa femme, Lucie, qui se laisse courtiser par le Maharadjah de Datane. Aouïna fait rapidement la conquête du Tout-Paris. Lucie retombe dans les bras de Max…']",https://image.tmdb.org/t/p/w500/dl9xF65Pt1nvF0MbyE0A0SLRlan.jpg,1,1,0,
L'Équipage,tt0027244,111.0,Drama,6.8,189.0,1930,0,2.589,1935-10-22,[],"[""Avant de partir pour la guerre, en 1918, Jean Herbillon, jeune aspirant, savoure ses dernières heures de liberté dans les bras d'une femme mariée, dont il devient l'amant. Au front, il fait la connaissance de Maury, un aviateur, et se lie d'amitié avec lui, sans imaginer un instant que celui-ci est le mari de sa maîtresse. Herbillon trouve la mort au combat. Maury apprend la liaison qu'entretenaient son ami et sa femme et pardonne à celle-ci son infidélité, non sans difficultés toutefois...""]",https://image.tmdb.org/t/p/w500/hUZekUNiBaKR5tZ6L96kX91ZFqg.jpg,0,1,0,
Anne-Marie,tt0027296,109.0,Drama,6.1,82.0,1930,0,0.701,1936-03-06,['aviation'],"[""Anne-Marie, une jeune femme ingénieure dans un bureau d'études de l'aviation civile, est apostrophée par quatre pilotes, car jugée responsable d'un défaut technique de leur modèle d'appareil. Elle leur déclare alors ne pas connaître les aspects pratiques et que son rêve est d'apprendre à voler.""]",https://image.tmdb.org/t/p/w500/ceXJcIrfO6DTtKjmUh1nrO89SGR.jpg,0,1,0,
Avec le sourire,tt0027321,98.0,Comedy,6.2,95.0,1930,0,0.762,1936-12-03,"['opportuniste', 'de la misère à la richesse', 'music-hall']","['À Paris, Victor Larnois fait la connaissance de Gisèle Berthier, danseuse au music-hall ""Le Palace"". Grâce à sa débrouillardise, Victor devient chasseur de l\'établissement, puis secrétaire de Suzy Dorfeuil, la vedette, et se rend ""indispensable"" auprès du propriétaire, Villary. Bientôt, il s\'arrange pour que Gisèle remplace Suzy…']",https://image.tmdb.org/t/p/w500/aTTEa5C6mzKeiQQADKnUeX25toS.jpg,1,0,0,
Aventure à Paris,tt0027324,95.0,Comedy,6.5,56.0,1930,0,1.458,1936-11-24,[],"[""Michel Levasseur, une joyeux fêtard qui n'a plus payé son loyer depuis un certain temps, voit ses meubles saisis pour le compte de Raymond Sauvaget, un riche industriel spécialisé dans le champagne et les biscuits. Michel ne se démonte pas ; bien au contraire, il devient l'ami de son propriétaire. Or, il s'avère que Raymond, s'il est heureux en affaires, ne sait pas s'y prendre avec les femmes. C'est ainsi que Michel va devenir le rabatteur de Raymond....""]",https://image.tmdb.org/t/p/w500/jPd1lfkYO7ygcRXQR7T6dpbOgg6.jpg,1,0,0,
Les bas-fonds,tt0027336,90.0,"Crime,Drama,Romance",7.5,3877.0,1930,0,5.386,1936-12-11,"['bidonville', 'réalisme', 'naturalisme', 'habitants des bidonvilles']","['Vivant dans une pension délabrée que dirige le sordide receleur Kostileff, Pépel est un voleur aimé par deux sœurs. Il y a tout d’abord Vassilissa, compagne du receleur et maîtresse de Pépel, ainsi que Natacha, exploitée par cette dernière et Kostileff. Tandis qu’il cambriole une demeure, Pépel est surpris par le propriétaire des lieux, un baron ruiné avec qui il sympathise.']",https://image.tmdb.org/t/p/w500/zK2STVcP8s3Eeiu1d6H5PfAdrv2.jpg,0,1,0,
La belle équipe,tt0027342,100.0,Drama,7.5,1570.0,1930,0,2.313,1936-09-01,[],"[""Jean, Charles, Raymond, Mario et Jacques, cinq copains au chômage, vivent dans le même hôtel sordide. Ils se retrouvent, un beau jour, heureux propriétaires d'un billet de loterie gagnant. Ils s'associent et décident de monter une guinguette au bord de la Marne. A l'enthousiasme des débuts succèdent bientôt les épreuves. Jacques ne supporte plus d'aimer silencieusement Huguette, la fiancée de Mario, et préfère s'en aller. Mario, réfugié catalan, sous le coup d'une interdiction de séjour, est rattrapé par la police française. Gina, l'ancienne femme de Charles, réclame sa part et provoque une rivalité amoureuse entre Charles et Jean…""]",https://image.tmdb.org/t/p/w500/8vMDpc2cD05vys5jWkXoy9co6C.jpg,0,1,0,https://www.youtube.com/watch?v=BPvLpJx7-CE
Club de femmes,tt0027451,81.0,"Comedy,Crime,Drama",6.2,152.0,1930,0,0.6,1936-06-20,[],"['Le ""Club des femmes"" est un foyer pour jeunes filles seules, une de ces respectables institutions auxquelles les demoiselles bien éduquées - et surtout pas très sûres d\'elles - confient leur vertu par crainte de la perdre trop rapidement.']",https://image.tmdb.org/t/p/w500/soeCVXru1XvGzNFJzLr8aQLnCcC.jpg,1,1,0,
Le crime de Monsieur Lange,tt0027478,77.0,"Comedy,Crime,Drama",7.3,3987.0,1930,0,3.763,1936-01-24,['fausse identité'],"[""M. Lange est employé dans la société d'édition de Batala, patron véreux et sans scrupules. Durant ses heures de loisir, Lange écrit des histoires : les aventures d'Arizona Jim. Batala, menacé de poursuites pour n'avoir pas honoré un contrat publicitaire, décide de publier Arizona Jim, en modifiant à l'insu de l'auteur certains passages afin d'intégrer des réclames au texte. Ne pouvant plus honorer ses dettes, Batala prend la fuite. Le train dans lequel il s'enfuit a un grave accident, et on l'annonce mort. Les employés des éditions Batala s'organisent en coopérative, et lancent un nouveau magazine dont Arizona Jim est la figure principale. C'est un immense succès auprès du jeune public. Mais quelque temps plus tard, Batala, qui avait profité de l'accident de train pour voler l'identité d'une des victimes revient et réclame une part des bénéfices.""]",https://image.tmdb.org/t/p/w500/bcHpUvZ5mCj8PgKwTS20reJdC5N.jpg,1,1,0,https://www.youtube.com/watch?v=_BaeFahO6hw
